State,Program,College/University,Years Post Grad,Cohort,Average Earnings
TX,ECONOMICS,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,"$61,838.00 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,"$61,836.33 "
TX,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,10,2004,"$61,828.33 "
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UNIV OF TX MD ANDERSON CANCER CTR,1,2010,"$61,812.00 "
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,"$61,807.00 "
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,10,1998,"$61,793.00 "
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF COLORADO DENVER,10,1998,"$61,785.00 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$61,780.00 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,FORT LEWIS COLLEGE,10,2001,"$61,762.33 "
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,10,1998,"$61,733.67 "
TX,CHEMISTRY,UNIVERSITY OF TEXAS-AUSTIN,5,2001,"$61,722.33 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,5,2004,"$61,721.33 "
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-AUSTIN,10,2004,"$61,699.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,10,2001,"$61,693.33 "
CO,CIVIL ENGINEERING TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,5,2001,"$61,691.00 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,1,2001,"$61,688.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,5,2001,"$61,684.67 "
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$61,670.33 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$61,654.00 "
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIV OF TEXAS SOUTHWESTERN MED CTR,5,2004,"$61,652.00 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",COLORADO MESA UNIVERSITY,5,2004,"$61,651.00 "
TX,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$61,640.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIV OF COLORADO AT COLO SPRINGS,10,2001,"$61,636.00 "
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,5,2001,"$61,631.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,10,2001,"$61,610.00 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,"$61,604.67 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2001,"$61,601.67 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,5,2007,"$61,594.67 "
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,5,2004,"$61,593.33 "
CO,ACCOUNTING AND RELATED SERVICES,FORT LEWIS COLLEGE,5,2004,"$61,588.00 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$61,588.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,"$61,585.33 "
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,10,2001,"$61,556.67 "
CO,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,"$61,544.67 "
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",COLORADO STATE UNIVERSITY,1,2013,"$61,544.67 "
TX,MARKETING,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,"$61,542.67 "
TX,"BUILDING/CONSTRUCTION FINISHING, MANAGEMENT, AND INSPECTION",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$61,520.67 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,10,1998,"$61,497.33 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO DENVER,10,1998,"$61,490.33 "
CO,AGRICULTURAL BUSINESS AND MANAGEMENT,COLORADO STATE UNIVERSITY,10,2001,"$61,459.67 "
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$61,454.33 "
TX,AREA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,10,2001,"$61,439.33 "
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,"$61,408.67 "
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$61,397.67 "
CO,CIVIL ENGINEERING TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,10,2001,"$61,379.33 "
TX,BIOMEDICAL/MEDICAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,5,2007,"$61,372.00 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS AT TYLER,1,2013,"$61,369.67 "
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$61,336.00 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,1,2004,"$61,332.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO DENVER,5,1998,"$61,327.67 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,"$61,291.33 "
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,10,2001,"$61,273.00 "
CO,ACCOUNTING AND RELATED SERVICES,COLORADO STATE UNIVERSITY-PUEBLO,10,1998,"$61,263.67 "
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$61,251.33 "
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$61,247.67 "
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2004,"$61,235.67 "
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO DENVER,5,2001,"$61,229.67 "
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$61,227.00 "
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$61,225.33 "
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,5,2001,"$61,214.67 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,"$61,198.00 "
CO,MECHANICAL ENGINEERING RELATED TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,5,2001,"$61,173.33 "
CO,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UNIVERSITY OF COLORADO DENVER,1,2007,"$61,170.33 "
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UNIV OF TEXAS MEDICAL BRANCH,5,2001,"$61,166.00 "
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UT HEALTH CENTER-SAN ANTONIO,1,2010,"$61,161.00 "
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UNIV OF TEXAS HEALTH SCIENCE CENTER,1,2007,"$61,148.00 "
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,10,2004,"$61,097.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY,5,2001,"$61,091.33 "
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,"$61,080.33 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,1,2001,"$61,023.33 "
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,10,2001,"$61,017.67 "
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$61,012.33 "
CO,MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,5,1998,"$60,995.67 "
CO,ENVIRONMENTAL CONTROL TECHNOLOGIES/TECHNICIANS,COLORADO MESA UNIVERSITY,5,1998,"$60,974.67 "
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$60,958.33 "
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UT HEALTH CENTER-SAN ANTONIO,1,2010,"$60,951.00 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,1,2007,"$60,948.33 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,5,2004,"$60,943.33 "
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,10,2004,"$60,915.00 "
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UNIV OF TEXAS MEDICAL BRANCH,5,2007,"$60,910.67 "
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,"$60,904.67 "
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,5,2004,"$60,897.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,"$60,846.33 "
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$60,829.33 "
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UT HEALTH CENTER-SAN ANTONIO,1,2007,"$60,810.67 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,"$60,810.00 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,10,2004,"$60,793.00 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,"$60,774.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,"$60,773.67 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,10,2001,"$60,773.00 "
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$60,728.00 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$60,727.00 "
CO,"BUSINESS/COMMERCE, GENERAL",WESTERN STATE COLORADO UNIVERSITY,10,2004,"$60,717.67 "
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT DALLAS,1,2004,"$60,692.67 "
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$60,618.00 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2010,"$60,586.00 "
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$60,574.33 "
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS AT TYLER,1,2010,"$60,541.67 "
CO,ACCOUNTING AND RELATED SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,"$60,528.33 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$60,510.33 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,"$60,493.00 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,"$60,481.33 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-ARLINGTON,5,2001,"$60,471.00 "
CO,CHEMICAL ENGINEERING,COLORADO STATE UNIVERSITY,1,2010,"$60,429.00 "
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$60,429.00 "
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS AT TYLER,1,2013,"$60,411.00 "
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIV OF TEXAS SOUTHWESTERN MED CTR,10,2004,"$60,357.67 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY - GLOBAL CAMPU,1,2013,"$60,356.00 "
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,5,2004,"$60,327.67 "
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2007,"$60,313.33 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",COLORADO STATE UNIVERSITY-PUEBLO,5,2001,"$60,313.33 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,10,2004,"$60,293.33 "
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2001,"$60,284.33 "
CO,CHEMISTRY,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,"$60,269.33 "
CO,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,"$60,259.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,10,2001,"$60,253.67 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,"$60,200.67 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2013,"$60,177.00 "
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO DENVER,5,2007,"$60,171.00 "
CO,ACCOUNTING AND RELATED SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,"$60,155.67 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2001,"$60,123.67 "
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$60,123.00 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$60,118.33 "
CO,METALLURGICAL ENGINEERING,COLORADO SCHOOL OF MINES,1,2004,"$60,103.00 "
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UNIV OF TEXAS MEDICAL BRANCH,5,2004,"$60,102.67 "
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,"$60,064.00 "
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2004,"$60,017.67 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,"$60,016.00 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,5,2004,"$59,996.67 "
CO,MARKETING,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,"$59,965.33 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS AT DALLAS,10,2001,"$59,954.67 "
TX,HISTORY,UNIVERSITY OF TEXAS AT DALLAS,10,2001,"$59,947.00 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,"$59,941.33 "
CO,NATURAL RESOURCES MANAGEMENT AND POLICY,COLORADO STATE UNIVERSITY,10,1998,"$59,923.00 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,COLORADO STATE UNIVERSITY,10,2004,"$59,900.67 "
TX,ECONOMICS,UNIVERSITY OF TEXAS AT DALLAS,5,2007,"$59,898.33 "
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIV OF TEXAS SOUTHWESTERN MED CTR,5,2001,"$59,896.67 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,"$59,889.33 "
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,5,2001,"$59,886.00 "
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,10,2001,"$59,859.33 "
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UT HEALTH CENTER-SAN ANTONIO,1,2013,"$59,819.00 "
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,1,2004,"$59,804.67 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,"$59,775.33 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-EL PASO,5,2001,"$59,727.33 "
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,10,2001,"$59,722.33 "
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,1,2004,"$59,714.00 "
TX,HUMAN RESOURCES MANAGEMENT AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,"$59,708.33 "
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,5,2001,"$59,708.00 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,5,2001,"$59,693.33 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF COLORADO-BOULDER,10,2001,"$59,675.67 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY,10,1998,"$59,652.67 "
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2004,"$59,639.67 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS AT TYLER,5,2004,"$59,636.33 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-EL PASO,5,2004,"$59,626.67 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO MESA UNIVERSITY,10,2001,"$59,620.33 "
TX,INFORMATION SCIENCE/STUDIES,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$59,619.33 "
CO,CIVIL ENGINEERING TECHNOLOGIES/TECHNICIANS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,"$59,590.33 "
CO,POLITICAL SCIENCE AND GOVERNMENT,FORT LEWIS COLLEGE,10,1998,"$59,583.00 "
CO,MATHEMATICS,COLORADO SCHOOL OF MINES,1,2010,"$59,548.33 "
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$59,526.67 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,"$59,522.67 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-ARLINGTON,5,2001,"$59,509.67 "
CO,GEOLOGICAL/GEOPHYSICAL ENGINEERING,COLORADO SCHOOL OF MINES,1,2007,"$59,506.33 "
CO,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UNIVERSITY OF COLORADO DENVER,1,2004,"$59,500.67 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,"$59,498.33 "
CO,MATHEMATICS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,"$59,498.33 "
CO,MATHEMATICS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,"$59,479.00 "
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$59,471.67 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$59,466.67 "
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$59,464.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT DALLAS,5,2004,"$59,446.33 "
CO,AREA STUDIES,UNIVERSITY OF COLORADO-BOULDER,10,2001,"$59,442.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT DALLAS,5,2001,"$59,381.33 "
CO,ECONOMICS,UNIVERSITY OF COLORADO DENVER,10,2001,"$59,334.33 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$59,333.33 "
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,5,2004,"$59,331.00 "
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$59,330.00 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,"$59,279.00 "
CO,SOCIOLOGY,UNIVERSITY OF COLORADO-BOULDER,10,1998,"$59,237.67 "
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO DENVER,1,2001,"$59,209.33 "
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",FORT LEWIS COLLEGE,5,2004,"$59,204.67 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,"$59,201.33 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS AT TYLER,1,2010,"$59,201.33 "
CO,CONSTRUCTION ENGINEERING TECHNOLOGIES,COLORADO STATE UNIVERSITY,1,2004,"$59,194.00 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF NORTHERN COLORADO,5,2001,"$59,192.00 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIV OF COLORADO AT COLO SPRINGS,5,2004,"$59,184.67 "
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO-BOULDER,10,2001,"$59,178.33 "
CO,"BUSINESS/COMMERCE, GENERAL",FORT LEWIS COLLEGE,10,2004,"$59,174.00 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,5,2007,"$59,148.00 "
TX,INDUSTRIAL PRODUCTION TECHNOLOGIES/TECHNICIANS,UNIVERSITY OF TEXAS AT TYLER,1,2007,"$59,147.33 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,"$59,133.33 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,"$59,123.33 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,"$59,121.33 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-EL PASO,10,2001,"$59,121.00 "
CO,SOCIOLOGY,UNIVERSITY OF COLORADO-BOULDER,10,2004,"$59,115.33 "
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,10,1998,"$59,103.00 "
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$59,077.33 "
TX,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,10,2001,"$59,076.67 "
TX,CHEMISTRY,UNIVERSITY OF TEXAS-AUSTIN,5,2007,"$59,050.00 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$59,048.00 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF NORTHERN COLORADO,10,2004,"$59,030.00 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,"$59,018.00 "
CO,"BIOLOGY, GENERAL",FORT LEWIS COLLEGE,10,2001,"$59,001.33 "
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,1,2013,"$58,995.33 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$58,978.33 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-AUSTIN,5,2004,"$58,946.00 "
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF NORTHERN COLORADO,5,1998,"$58,937.33 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$58,936.33 "
