State,Program,College/University,Years Post Grad,Cohort,Average Earnings($)
CO,CIVIL ENGINEERING,COLORADO STATE UNIVERSITY,5,2004,62787
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS AT DALLAS,1,2010,62766
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,10,2004,62719
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,1,2001,62709
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,5,2007,62688
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,62656
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF COLORADO DENVER,10,1998,62649
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UNIV OF TEXAS MEDICAL BRANCH,1,2013,62645
CO,ECONOMICS,UNIVERSITY OF NORTHERN COLORADO,10,2001,62639
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,10,2004,62639
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-AUSTIN,5,2004,62637
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,1,2001,62613
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",COLORADO STATE UNIVERSITY-PUEBLO,5,1998,62583
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT DALLAS,1,2007,62578
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,62555
CO,"BIOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,10,2004,62551
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,10,1998,62539
CO,CHEMICAL ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,1,2013,62527
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2007,62472
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,62459
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2004,62454
CO,MECHANICAL ENGINEERING,UNIVERSITY OF COLORADO DENVER,1,2001,62454
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS - BROWNSVILLE,10,2001,62445
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS AT DALLAS,1,2013,62440
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-EL PASO,5,2001,62439
TX,MARKETING,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,62439
CO,"EAST ASIAN LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,10,2004,62435
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT DALLAS,1,2010,62414
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2004,62408
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,5,2007,62404
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,5,2007,62389
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,62375
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2001,62373
CO,COMPUTER ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,1,2010,62349
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2001,62341
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-EL PASO,10,2004,62340
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2004,62334
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,62311
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,62295
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,62294
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIVERSITY OF TEXAS - PAN AMERICAN,5,2004,62283
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,62270
TX,JOURNALISM,UNIVERSITY OF TEXAS-AUSTIN,10,2001,62269
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2007,62253
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2007,62244
TX,INDUSTRIAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,5,2004,62239
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,62160
CO,COMPUTER SCIENCE,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,62141
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO-BOULDER,5,2007,62122
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-AUSTIN,1,2004,62097
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT DALLAS,5,2001,62096
TX,MATHEMATICS,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,62094
CO,COMPUTER SCIENCE,UNIVERSITY OF COLORADO-BOULDER,1,2004,62063
TX,DESIGN AND APPLIED ARTS,UNIVERSITY OF TEXAS-AUSTIN,10,2004,62046
TX,INDUSTRIAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,62045
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",COLORADO STATE UNIVERSITY,10,1998,62019
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,62014
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-AUSTIN,5,2007,62004
CO,MATHEMATICS,COLORADO STATE UNIVERSITY,10,2001,62002
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2007,62000
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT DALLAS,10,2004,61998
TX,INDUSTRIAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,61995
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,10,1998,61993
TX,BUSINESS/MANAGERIAL ECONOMICS,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,61977
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,5,2004,61967
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-AUSTIN,1,2001,61900
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,5,2004,61895
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,5,1998,61883
CO,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2010,61865
TX,ECONOMICS,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,61838
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-ARLINGTON,10,2001,61836
TX,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,10,2004,61828
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UNIV OF TX MD ANDERSON CANCER CTR,1,2010,61812
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,61807
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,10,1998,61793
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF COLORADO DENVER,10,1998,61785
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,61780
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,FORT LEWIS COLLEGE,10,2001,61762
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,10,1998,61733
TX,CHEMISTRY,UNIVERSITY OF TEXAS-AUSTIN,5,2001,61722
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,5,2004,61721
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-AUSTIN,10,2004,61699
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,10,2001,61693
CO,CIVIL ENGINEERING TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,5,2001,61691
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,1,2001,61688
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,5,2001,61684
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,61670
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,61654
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIV OF TEXAS SOUTHWESTERN MED CTR,5,2004,61652
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",COLORADO MESA UNIVERSITY,5,2004,61651
TX,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,61640
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIV OF COLORADO AT COLO SPRINGS,10,2001,61636
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,5,2001,61631
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,10,2001,61610
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,61604
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2001,61601
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,5,2007,61594
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,5,2004,61593
CO,ACCOUNTING AND RELATED SERVICES,FORT LEWIS COLLEGE,5,2004,61588
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,61588
CO,POLITICAL SCIENCE AND GOVERNMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,61585
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,10,2001,61556
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",COLORADO STATE UNIVERSITY,1,2013,61544
CO,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,61544
TX,MARKETING,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,61542
TX,"BUILDING/CONSTRUCTION FINISHING, MANAGEMENT, AND INSPECTION",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,61520
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,10,1998,61497
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO DENVER,10,1998,61490
CO,AGRICULTURAL BUSINESS AND MANAGEMENT,COLORADO STATE UNIVERSITY,10,2001,61459
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,61454
TX,AREA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,10,2001,61439
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,61408
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,1,2010,61397
CO,CIVIL ENGINEERING TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,10,2001,61379
TX,BIOMEDICAL/MEDICAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,5,2007,61372
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS AT TYLER,1,2013,61369
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,1,2004,61336
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,1,2004,61332
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO DENVER,5,1998,61327
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,61291
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,10,2001,61273
CO,ACCOUNTING AND RELATED SERVICES,COLORADO STATE UNIVERSITY-PUEBLO,10,1998,61263
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,61251
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,61247
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2004,61235
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO DENVER,5,2001,61229
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,61227
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2010,61225
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,5,2001,61214
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,61198
CO,MECHANICAL ENGINEERING RELATED TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,5,2001,61173
CO,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UNIVERSITY OF COLORADO DENVER,1,2007,61170
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UNIV OF TEXAS MEDICAL BRANCH,5,2001,61166
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UT HEALTH CENTER-SAN ANTONIO,1,2010,61161
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UNIV OF TEXAS HEALTH SCIENCE CENTER,1,2007,61148
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,10,2004,61097
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY,5,2001,61091
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,61080
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",COLORADO STATE UNIVERSITY,1,2001,61023
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,10,2001,61017
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2013,61012
CO,MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,5,1998,60995
CO,ENVIRONMENTAL CONTROL TECHNOLOGIES/TECHNICIANS,COLORADO MESA UNIVERSITY,5,1998,60974
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,1,2013,60958
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UT HEALTH CENTER-SAN ANTONIO,1,2010,60951
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO DENVER,1,2007,60948
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,5,2004,60943
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,10,2004,60915
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UNIV OF TEXAS MEDICAL BRANCH,5,2007,60910
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,60904
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,5,2004,60897
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,10,2004,60846
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,60829
TX,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",UT HEALTH CENTER-SAN ANTONIO,1,2007,60810
TX,MATHEMATICS,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,60810
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,10,2004,60793
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-ARLINGTON,10,2004,60774
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,60773
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,10,2001,60773
TX,ARCHITECTURAL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2004,60728
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-AUSTIN,1,2001,60727
CO,"BUSINESS/COMMERCE, GENERAL",WESTERN STATE COLORADO UNIVERSITY,10,2004,60717
TX,COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT DALLAS,1,2004,60692
TX,"AEROSPACE, AERONAUTICAL AND ASTRONAUTICAL ENGINEERING",UNIVERSITY OF TEXAS-AUSTIN,1,2001,60618
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2010,60586
TX,MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,60574
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS AT TYLER,1,2010,60541
CO,ACCOUNTING AND RELATED SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,60528
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2004,60510
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,10,2001,60493
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,60481
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-ARLINGTON,5,2001,60471
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS-AUSTIN,1,2010,60429
CO,CHEMICAL ENGINEERING,COLORADO STATE UNIVERSITY,1,2010,60429
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF TEXAS AT TYLER,1,2013,60411
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIV OF TEXAS SOUTHWESTERN MED CTR,10,2004,60357
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY - GLOBAL CAMPU,1,2013,60356
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,5,2004,60327
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2007,60313
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",COLORADO STATE UNIVERSITY-PUEBLO,5,2001,60313
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,10,2004,60293
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2001,60284
CO,CHEMISTRY,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,60269
CO,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,60259
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,10,2001,60253
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,60200
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2013,60177
CO,CIVIL ENGINEERING,UNIVERSITY OF COLORADO DENVER,5,2007,60171
CO,ACCOUNTING AND RELATED SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,60155
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,60123
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2001,60123
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2001,60118
CO,METALLURGICAL ENGINEERING,COLORADO SCHOOL OF MINES,1,2004,60103
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UNIV OF TEXAS MEDICAL BRANCH,5,2004,60102
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,60064
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2004,60017
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,60016
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,5,2004,59996
CO,MARKETING,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,59965
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS AT DALLAS,10,2001,59954
TX,HISTORY,UNIVERSITY OF TEXAS AT DALLAS,10,2001,59947
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,10,2004,59941
CO,NATURAL RESOURCES MANAGEMENT AND POLICY,COLORADO STATE UNIVERSITY,10,1998,59923
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,COLORADO STATE UNIVERSITY,10,2004,59900
TX,ECONOMICS,UNIVERSITY OF TEXAS AT DALLAS,5,2007,59898
TX,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIV OF TEXAS SOUTHWESTERN MED CTR,5,2001,59896
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,59889
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,5,2001,59886
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,10,2001,59859
TX,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UT HEALTH CENTER-SAN ANTONIO,1,2013,59819
TX,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF TEXAS-ARLINGTON,1,2004,59804
CO,CRIMINAL JUSTICE AND CORRECTIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,59775
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-EL PASO,5,2001,59727
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,10,2001,59722
TX,DENTAL SUPPORT SERVICES AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,1,2004,59714
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,5,2001,59708
TX,HUMAN RESOURCES MANAGEMENT AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,59708
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,5,2001,59693
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF COLORADO-BOULDER,10,2001,59675
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY,10,1998,59652
CO,"ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING",UNIVERSITY OF COLORADO-BOULDER,1,2004,59639
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS AT TYLER,5,2004,59636
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-EL PASO,5,2004,59626
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO MESA UNIVERSITY,10,2001,59620
TX,INFORMATION SCIENCE/STUDIES,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,59619
CO,CIVIL ENGINEERING TECHNOLOGIES/TECHNICIANS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,59590
CO,POLITICAL SCIENCE AND GOVERNMENT,FORT LEWIS COLLEGE,10,1998,59583
CO,MATHEMATICS,COLORADO SCHOOL OF MINES,1,2010,59548
TX,"COMPUTER AND INFORMATION SCIENCES, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,59526
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,59522
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-ARLINGTON,5,2001,59509
CO,GEOLOGICAL/GEOPHYSICAL ENGINEERING,COLORADO SCHOOL OF MINES,1,2007,59506
